City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Shelburne,CA,44.0787,-80.2041,76.77,45,4,10.31,clear sky
458,Sorong,ID,-0.8833,131.25,77.14,89,95,8.12,overcast clouds
459,Pevek,RU,69.7008,170.3133,45.16,70,9,13.58,clear sky
460,Asheboro,US,35.7079,-79.8136,91.02,58,0,1.01,clear sky
461,Cimislia,MD,46.52,28.7842,71.74,52,16,5.44,few clouds
462,Mindelo,CV,16.8901,-24.9804,76.3,77,88,9.57,overcast clouds
463,Amahai,ID,-3.3333,128.9167,76.84,90,96,3.24,light rain
464,Khandbari,NP,27.3747,87.2039,72.37,94,100,0.18,overcast clouds
465,Likasi,CD,-10.9814,26.7333,60.67,49,0,3.36,clear sky
466,Kandalaksha,RU,67.162,32.4123,51.1,98,100,4.09,overcast clouds
467,Richards Bay,ZA,-28.783,32.0377,61.95,87,64,4.36,broken clouds
468,Rognan,NO,67.0953,15.3878,60.89,66,1,7.76,clear sky
469,Kankaanpaa,FI,61.8,22.4167,50.76,92,6,3.51,clear sky
470,Kiunga,PG,-6.1219,141.2906,74.43,98,97,3.42,overcast clouds
471,Peto,MX,20.1333,-88.9167,89.62,45,99,5.1,overcast clouds
472,Darhan,MN,49.4867,105.9228,59.56,64,75,6.26,broken clouds
473,Bubaque,GW,11.2833,-15.8333,79.29,77,91,15.64,overcast clouds
474,Nishihara,JP,26.1842,127.7558,80.65,94,75,11.5,mist
475,Tiznit,MA,29.5833,-9.5,88.66,21,0,2.1,clear sky
476,Villa Bruzual,VE,9.3328,-69.1208,81.97,82,32,2.51,scattered clouds
477,Collie,AU,-33.3667,116.15,46.89,80,100,4.5,overcast clouds
478,Tilichiki,RU,60.4667,166.1,50.29,91,100,6.49,light rain
479,Simao,CN,22.7886,100.9748,63.79,99,100,0.89,overcast clouds
480,Marsa Matruh,EG,31.3525,27.2453,78.01,78,0,11.32,clear sky
481,Hendaye,FR,43.3717,-1.7738,73.35,78,100,3.44,overcast clouds
482,Tecoanapa,MX,16.5167,-98.75,85.39,66,84,6.71,broken clouds
483,Fenyi,CN,27.8112,114.6681,76.59,89,6,1.19,clear sky
484,Elat,IL,29.5581,34.9482,85.59,39,30,8.84,scattered clouds
485,Ewa Beach,US,21.3156,-158.0072,86.09,60,3,17.0,clear sky
486,Wattegama,LK,6.7989,81.4808,74.52,94,100,3.98,overcast clouds
487,Saint Anthony,US,45.0205,-93.218,89.29,45,25,4.0,scattered clouds
488,Baykit,RU,61.67,96.37,63.07,96,9,4.23,clear sky
489,Bilma,NE,18.6853,12.9164,91.71,24,43,9.06,scattered clouds
490,Pauini,BR,-7.7136,-66.9764,85.41,44,52,0.78,broken clouds
491,Necochea,AR,-38.5473,-58.7368,50.85,74,100,7.87,overcast clouds
492,Mantua,IT,45.1667,10.7833,78.04,73,1,3.0,clear sky
493,Polovinnoye,RU,54.7914,65.9864,59.05,94,12,7.36,few clouds
494,Charters Towers,AU,-20.1,146.2667,59.67,84,100,10.65,overcast clouds
495,Lesozavodsk,RU,45.4794,133.4244,72.0,97,100,8.61,overcast clouds
496,Hervey Bay,AU,-25.2986,152.8535,60.03,84,90,4.0,overcast clouds
497,Mahanoro,MG,-19.9,48.8,64.76,92,8,3.89,clear sky
498,Oranjemund,NA,-28.55,16.4333,52.18,85,5,12.86,clear sky
499,Isiro,CD,2.7739,27.616,65.26,98,99,2.39,overcast clouds
500,Saint-Pierre,RE,-21.3393,55.4781,71.19,74,20,4.61,few clouds
501,Huai Yot,TH,7.7893,99.6348,75.13,95,99,1.1,overcast clouds
502,Marevo,RU,57.3146,32.0804,52.56,83,52,3.69,broken clouds
503,Somerset East,ZA,-32.7217,25.588,44.74,84,83,5.66,broken clouds
504,Nangong,CN,37.3581,115.3744,76.17,89,1,0.29,clear sky
505,Bernardino De Campos,BR,-23.0131,-49.4742,58.68,38,1,3.8,clear sky
506,Montorio Al Vomano,IT,42.5831,13.6383,75.43,86,18,2.46,light rain
507,Codajas,BR,-3.8367,-62.0569,81.7,66,92,3.94,overcast clouds
508,Neiafu,TO,-18.65,-173.9833,78.55,82,5,21.25,clear sky
509,Quelimane,MZ,-17.8786,36.8883,69.75,83,20,4.61,few clouds
510,Hatillo,PR,18.4863,-66.8254,87.4,83,89,13.0,overcast clouds
511,Talisayan,PH,6.9872,121.9272,78.44,86,100,4.5,light rain
512,Shadegan,IR,30.6497,48.6647,94.71,54,98,9.95,overcast clouds
513,Kalianget,ID,-7.05,113.9333,77.63,79,46,8.48,scattered clouds
514,Adre,TD,13.4667,22.2,75.6,75,93,6.55,light rain
515,Avera,US,33.194,-82.5271,76.51,53,99,7.09,overcast clouds
516,Weinan,CN,34.5036,109.5089,73.58,79,0,1.7,clear sky
517,Cap Malheureux,MU,-19.9842,57.6142,70.47,60,41,10.0,scattered clouds
518,Oum Hadjer,TD,13.2954,19.6966,83.55,57,90,4.52,overcast clouds
519,Axim,GH,4.8699,-2.2405,74.68,83,65,10.87,broken clouds
520,Miri,MY,4.4148,114.0089,76.14,91,98,3.51,overcast clouds
521,Neuquen,AR,-38.9516,-68.0591,55.29,38,0,6.91,clear sky
522,Nouakchott,MR,18.0858,-15.9785,78.73,80,100,13.09,overcast clouds
523,Iranshahr,IR,27.2025,60.6848,86.34,66,78,0.0,broken clouds
524,Bentiu,SS,9.2333,29.8333,70.77,91,100,3.83,moderate rain
525,Sitka,US,57.0531,-135.33,61.18,96,100,2.13,overcast clouds
526,Pokrovsk,UA,48.282,37.1758,65.17,54,68,8.79,broken clouds
527,Nizwa,OM,22.9333,57.5333,82.99,68,90,3.42,overcast clouds
528,Erzin,TR,36.9559,36.2,75.38,62,0,0.96,clear sky
529,Dovbysh,UA,50.3733,27.9874,69.64,46,100,11.59,overcast clouds
530,Alekseyevka,RU,50.6309,38.6903,63.77,69,80,6.35,broken clouds
531,West Fargo,US,46.875,-96.9004,92.01,39,0,17.27,clear sky
532,Andenes,NO,69.3143,16.1194,55.38,76,0,2.3,clear sky
533,Ketchikan,US,55.3422,-131.6461,67.8,82,95,2.98,overcast clouds
534,Ballina,AU,-28.8667,153.5667,52.02,99,100,3.51,overcast clouds
535,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,92,100,14.97,overcast clouds
536,Ambilobe,MG,-13.2,49.05,65.93,83,0,4.27,clear sky
537,La Paz,BO,-16.5,-68.15,58.3,25,62,4.56,broken clouds
538,Jiexiu,CN,37.0244,111.9125,69.84,79,89,1.25,overcast clouds
539,Garmsar,IR,35.2182,52.3409,87.85,31,37,4.83,scattered clouds
540,Teknaf,BD,20.8624,92.3058,81.61,83,100,2.57,overcast clouds
541,Juan Lacaze,UY,-34.4342,-57.4381,57.11,73,5,6.17,clear sky
542,Mathbaria,BD,22.2876,89.9593,81.19,87,100,6.35,overcast clouds
543,Mastic Beach,US,40.7668,-72.8521,89.17,42,20,11.5,few clouds
544,Uppsala,SE,60.0,17.75,63.91,63,100,5.75,overcast clouds
545,Tefe,BR,-3.3542,-64.7114,78.03,85,100,2.98,overcast clouds
546,Lakatoro,VU,-16.0999,167.4164,79.05,76,100,4.09,overcast clouds
547,Seryshevo,RU,51.0933,128.3786,72.01,77,52,4.32,broken clouds
548,Sawakin,SD,19.1059,37.3321,91.99,45,7,2.24,clear sky
549,Mehamn,NO,71.0357,27.8492,49.95,93,100,6.91,light intensity drizzle
550,Torbay,CA,47.6666,-52.7314,70.57,90,100,12.66,overcast clouds
551,Kununurra,AU,-15.7667,128.7333,51.78,87,18,0.0,few clouds
552,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,83,24,4.85,few clouds
553,Mana,GF,5.6592,-53.7767,78.93,84,24,7.27,few clouds
554,Williams Lake,CA,52.1415,-122.1445,97.05,24,45,3.0,scattered clouds
555,Kenitra,MA,34.261,-6.5802,75.96,75,0,5.93,clear sky
556,Cambridge,CA,43.3601,-80.3127,81.23,50,4,1.01,clear sky
557,Kedrovka,RU,55.5333,86.05,65.28,94,70,3.47,broken clouds
558,Petrozavodsk,RU,61.7849,34.3469,50.58,93,99,7.74,overcast clouds
559,Guangyuan,CN,32.442,105.823,74.62,92,23,1.59,few clouds
560,Eskil,TR,38.4017,33.4131,73.6,28,0,5.79,clear sky
561,Atasu,KZ,48.6814,71.6433,63.95,69,97,5.26,overcast clouds
562,Mao,ES,39.8885,4.2658,79.36,69,0,4.61,clear sky
563,Mount Gambier,AU,-37.8333,140.7667,45.46,89,100,13.78,light rain
564,Camapua,BR,-19.5314,-54.0439,72.72,34,0,3.2,clear sky
565,Cordon,PH,16.6744,121.4658,74.46,92,89,3.29,overcast clouds
566,Langham,CA,52.3668,-106.9679,66.04,91,100,8.52,overcast clouds
567,Moyobamba,PE,-6.05,-76.9667,79.43,59,26,2.62,scattered clouds
568,Athens,GR,37.9795,23.7162,83.25,54,0,4.0,clear sky
569,Vila Velha,BR,-20.3297,-40.2925,71.55,68,75,13.8,broken clouds
570,Eyl,SO,7.9803,49.8164,75.87,80,100,21.88,overcast clouds
571,Jiuquan,CN,39.7432,98.5174,76.26,28,100,4.32,overcast clouds
572,Dunedin,NZ,-45.8742,170.5036,44.8,71,100,11.99,overcast clouds
573,Sabang,ID,5.8933,95.3214,82.24,75,99,19.66,overcast clouds
574,San Juan,AR,-31.5375,-68.5364,62.56,26,1,12.33,clear sky
575,Bouloupari,NC,-21.8667,166.05,67.91,82,88,13.6,overcast clouds
576,Alora,ES,36.8236,-4.7058,80.49,85,0,4.99,clear sky
577,Auki,SB,-8.7676,160.7034,82.4,70,66,3.94,broken clouds
578,Marrakesh,MA,31.6315,-8.0083,93.27,31,40,3.44,scattered clouds
579,Okhtyrka,UA,50.3104,34.8988,61.75,69,6,5.88,clear sky
580,Batagay-Alyta,RU,67.8006,130.4114,64.94,80,99,2.98,overcast clouds
581,Tucumcari,US,35.1717,-103.725,88.95,45,0,11.5,clear sky
582,Riviere-Au-Renard,CA,48.9957,-64.3971,65.21,86,65,4.9,broken clouds
583,San Mateo Del Mar,MX,16.2,-95.0,87.84,61,60,27.22,broken clouds
584,Mnogovershinnyy,RU,53.9353,139.9242,52.97,98,100,3.42,overcast clouds
585,Waingapu,ID,-9.6567,120.2641,72.46,86,23,7.96,few clouds
586,Cotacachi,EC,0.3,-78.2667,65.75,65,65,5.06,light rain
587,Moorhead,US,46.8739,-96.7676,91.98,45,0,17.27,clear sky
588,Santa Cruz,BO,-17.8,-63.1667,75.04,35,2,9.35,clear sky
589,Ormara,PK,25.2088,64.6357,80.96,84,100,19.71,overcast clouds
590,Aksha,RU,50.2814,113.2867,57.34,85,5,2.28,clear sky
591,Khadyzhensk,RU,44.4256,39.5319,68.74,67,1,2.82,clear sky
592,Kamaishi,JP,39.2667,141.8833,77.83,71,0,2.37,clear sky
593,Homer,US,59.6425,-151.5483,61.03,89,100,5.99,overcast clouds
594,Olafsvik,IS,64.8945,-23.7142,49.53,68,4,10.0,clear sky
595,Rimini,IT,44.0241,12.5186,75.36,83,0,3.44,clear sky
596,Kizema,RU,61.113,44.8302,55.06,95,29,2.33,scattered clouds
597,Bilibino,RU,68.0546,166.4372,56.41,52,99,9.17,overcast clouds
598,Vilhena,BR,-12.7406,-60.1458,74.88,37,4,2.35,clear sky
599,Aberystwyth,GB,52.4155,-4.0829,64.89,99,100,13.96,light rain
600,Nabire,ID,-3.3667,135.4833,75.22,92,92,3.18,overcast clouds
601,Eyrarbakki,IS,63.863,-21.1481,49.21,74,27,11.1,scattered clouds
602,Khudumelapye,BW,-23.8833,24.75,60.24,29,65,7.11,broken clouds
603,Dukat,RU,62.55,155.55,50.65,68,74,7.78,broken clouds
604,Berezovyy,RU,51.6667,135.7,61.09,92,100,0.27,overcast clouds
605,Caldas Novas,BR,-17.7417,-48.625,74.01,38,26,4.36,scattered clouds
606,Belokurikha,RU,51.9959,84.9896,58.73,94,35,4.09,scattered clouds
607,Khulo,GE,41.644,42.3129,63.43,88,9,4.36,clear sky
608,Palmer,US,42.1584,-72.3287,82.67,49,40,9.22,scattered clouds
609,Mount Airy,US,36.4993,-80.6073,86.67,71,40,3.44,scattered clouds
610,Zdvinsk,RU,54.7021,78.661,59.58,86,65,7.27,broken clouds
611,Yako,BF,12.9667,-2.2667,79.57,67,3,5.88,clear sky
612,Smithers,CA,54.7804,-127.1743,85.53,35,35,3.62,scattered clouds
613,Canto Do Buriti,BR,-8.11,-42.9444,83.75,39,38,3.27,scattered clouds
614,Dormidontovka,RU,47.7702,134.9076,73.6,85,2,6.29,clear sky
615,Anzio,IT,41.4853,12.6179,81.99,85,0,8.57,clear sky
616,Kutum,SD,14.2,24.6667,76.48,64,89,8.39,moderate rain
617,Boysun,UZ,38.2061,67.1986,72.55,35,0,8.52,clear sky
618,Mogadishu,SO,2.0371,45.3438,76.12,83,90,18.21,overcast clouds
619,Mecca,SA,21.4267,39.8261,90.3,27,100,5.21,overcast clouds
620,Tezu,IN,27.9167,96.1667,75.47,98,98,2.64,overcast clouds
621,Russell,US,32.3502,-85.1999,90.97,50,90,5.28,overcast clouds
622,Victor Harbor,AU,-35.5667,138.6167,50.68,67,100,20.51,moderate rain
623,Aswan,EG,24.0934,32.907,89.82,18,2,10.09,clear sky
624,Seymchan,RU,62.8833,152.4333,61.39,48,1,7.0,clear sky
625,Wajima,JP,37.4,136.9,82.78,81,2,6.26,clear sky
626,Greenville,US,35.6127,-77.3663,90.12,60,0,6.91,clear sky
627,Campos Belos,BR,-13.0367,-46.7717,75.76,24,97,2.95,overcast clouds
628,Lamas,PE,-6.4167,-76.5333,84.67,66,46,2.19,scattered clouds
629,Kiisa,EE,59.2369,24.6889,58.48,93,8,4.72,clear sky
630,Kasempa,ZM,-13.4584,25.8338,58.55,41,0,4.18,clear sky
631,Bethlehem,BR,-1.4558,-48.5044,75.24,94,75,4.61,broken clouds
632,Puerto Leguizamo,CO,-0.1934,-74.7819,81.9,74,41,1.95,light rain
633,Kilindoni,TZ,-7.9139,39.6668,74.79,84,23,9.06,few clouds
634,Nhulunbuy,AU,-12.2333,136.7667,74.01,88,100,9.22,overcast clouds
635,Fayaoue,NC,-20.65,166.5333,71.83,83,100,32.08,overcast clouds
636,Ampanihy,MG,-24.7,44.75,68.52,71,84,2.84,broken clouds
637,Carutapera,BR,-1.195,-46.02,78.53,82,35,7.58,scattered clouds
638,Fasa,IR,28.9383,53.6482,71.6,86,100,4.97,overcast clouds
639,Jizan,SA,17.3333,42.6667,90.14,58,73,1.59,broken clouds
640,Along,IN,28.1667,94.7667,74.84,99,99,1.3,overcast clouds
641,Aykhal,RU,66.0,111.5,63.79,89,100,3.13,moderate rain
642,Dandong,CN,40.1292,124.3947,75.67,92,63,1.9,broken clouds
643,Arman,RU,59.7,150.1667,59.02,92,89,6.91,light rain
644,Tarabuco,BO,-19.1667,-64.9167,56.73,43,3,5.88,clear sky
645,Strezhevoy,RU,60.7333,77.5889,61.56,94,100,8.32,overcast clouds
646,Ahuimanu,US,21.4447,-157.8378,89.31,68,75,12.66,broken clouds
647,Morrope,PE,-6.5417,-80.0111,64.51,71,8,16.46,clear sky
648,San Antonio,US,29.4241,-98.4936,104.5,31,10,5.01,clear sky
649,Urucara,BR,-2.5364,-57.76,75.02,95,97,1.72,overcast clouds
650,West Plains,US,36.7281,-91.8524,70.63,89,100,6.91,overcast clouds
651,Tulun,RU,54.5611,100.5792,60.8,95,99,10.33,light rain
652,Iwanai,JP,42.9744,140.5089,77.59,79,21,7.76,few clouds
653,San Andres,CO,12.5847,-81.7006,84.22,79,75,12.66,broken clouds
654,Aklavik,CA,68.2191,-135.0107,50.0,76,100,4.61,overcast clouds
655,Daru,PG,-9.0763,143.2092,76.26,91,94,16.49,overcast clouds
656,High Level,CA,58.5169,-117.136,59.34,85,99,2.89,light rain
657,Kuusamo,FI,65.9667,29.1833,51.84,100,100,5.75,overcast clouds
658,Tumut,AU,-35.3,148.2167,42.22,71,93,3.62,overcast clouds
659,Lujan,AR,-34.5703,-59.105,62.02,59,56,5.01,broken clouds
660,Filingue,NE,14.3521,3.3168,91.24,40,76,5.61,broken clouds
661,Kisangani,CD,0.5167,25.2,70.16,98,96,1.9,overcast clouds
662,Vao,NC,-22.6667,167.4833,67.91,78,100,27.04,light rain
663,Arlit,NE,18.7369,7.3853,96.94,9,50,9.51,scattered clouds
664,Corner Brook,CA,48.9667,-57.9484,67.21,74,100,7.7,overcast clouds
665,Sotouboua,TG,8.5667,0.9833,70.7,93,64,3.02,broken clouds
666,Bristol,US,41.8334,-71.1662,86.59,49,4,5.99,clear sky
667,Riyadh,SA,24.6877,46.7219,96.94,45,96,8.61,overcast clouds
668,Nizhniy Kuranakh,RU,58.8353,125.4869,67.46,73,39,2.71,scattered clouds
669,Danville,US,36.586,-79.395,90.34,48,98,1.99,overcast clouds
670,Pemba,MZ,-12.974,40.5178,73.35,78,26,3.51,scattered clouds
671,Marzuq,YE,14.4,46.4667,79.59,58,53,15.66,light rain
672,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,58.37,96,99,8.97,overcast clouds
673,Antofagasta,CL,-23.65,-70.4,57.4,80,10,6.53,clear sky
674,Si Bun Ruang,TH,16.9667,102.2833,78.31,84,100,2.26,light rain
675,Porto Novo,BJ,6.4965,2.6036,76.82,81,71,9.66,broken clouds
676,Itoman,JP,26.1247,127.6694,81.37,94,75,11.5,broken clouds
677,Notse,TG,6.95,1.1667,71.17,87,98,7.96,overcast clouds
678,Digri,PK,25.1558,69.1113,81.46,78,64,17.92,broken clouds
679,Vilyuysk,RU,63.7553,121.6247,65.88,86,27,4.76,scattered clouds
680,Toktogul,KG,41.8708,72.9402,63.72,77,39,0.67,scattered clouds
681,Haimen,CN,23.1935,116.6142,80.55,83,5,3.24,clear sky
682,Shellbrook,CA,53.2168,-106.4011,60.48,94,100,4.38,light rain
683,Yuancheng,CN,36.652,107.7896,67.08,84,58,4.34,broken clouds
684,Ballitoville,ZA,-29.539,31.2144,63.16,87,100,3.67,overcast clouds
685,Terebovlya,UA,49.3019,25.71,65.05,86,97,6.71,overcast clouds
686,Sao Filipe,CV,14.8961,-24.4956,77.38,79,92,8.95,overcast clouds
